texto,siglaTipo
"Altera a Lei nº 9.782, de 26 de janeiro de 1996, para exigir que a Agência Nacional de Vigilância Sanitária - ANVISA avalie anualmente a presença e a toxicidade de agrotóxicos nos alimentos consumidos no Brasil.",PLS
"Altera a Lei nº 7.802, de 11 de julho de 1989, para fixar prazo de validade de registro de agrotóxico no país e dá outras providências.",PLS
"Insere o § 1º-A no art. 33 da Lei nº 11.343, de 26 de agosto de 2006, para agravar as penas relacionadas ao tráfico de crack.",PLS
Dispõe sobre a implantação de programas de software nas bibliotecas públicas para uso de deficientes visuais.,PLS
"Altera o art. 25 da Lei nº 10.826, de 22 de dezembro de 2003 (Estatuto do Desarmamento), para prever a competência da Polícia Federal para destruir ou doar armas de fogo de uso permitido, e dá outras providências.",PLS
"Dispõe sobre a utilização automática do crédito no contrato de abertura de crédito em conta corrente, a comunicação ao cliente acerca da utilização do crédito, e dá outras providências.",PLS
"Acrescenta §§ 5º e 6º ao art. 462 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para permitir o desconto de doações ou contribuições para organizações sociais sem fins lucrativos, desde que autorizadas pelo empregado, e dá outras providências.",PLS
"Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para obrigar o fornecedor a devolver ao consumidor a quantia cobrada indevidamente em quádruplo, no caso de fornecimento dos serviços que especifica.",PLS
"Acrescenta inciso XII e parágrafo único ao art. 24 da Lei nº 9.504, de 30 de setembro de 1997, que estabelece normas para as eleições, para vedar as doações de empresas com contrato de publicidade oficial com a Administração direta ou indireta da União, dos Estados do Distrito Federal ou dos Municípios.",PLS
"Altera o art. 59 da Lei nº 6.360, de 23 de setembro de 1976, para proibir o uso de símbolo, figura, desenho ou recurso gráfico com elemento de apelo próprio ao universo infantil na rotulagem e na propaganda de medicamentos, drogas, insumos farmacêuticos e correlatos, cosméticos, saneantes e outros produtos.",PLS
"Altera a Lei nº 9.249, de 26 de dezembro de 1995, para conceder beneficio fiscal, relativo ao Imposto de Renda das Pessoas Jurídicas e à Contribuição Social sobre o Lucro Líquido, para empresas que tenham adquirido produtos reciclados ou recicláveis destinados à inserção na cadeia produtiva.",PLS
"Altera a Lei nº 8.112, de 11 de dezembro de 1990, para aperfeiçoar as regras referentes ao direito de petição do servidor público federal e ao prazo de prescrição da ação disciplinar.",PLS
"Modifica o art. 627 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre a observância do critério de dupla visita na fiscalização do trabalho.",PLS
"Altera o art. 54 da Lei nº 9.784, de 29 de janeiro de 1999, para vedar a devolução dos valores recebidos de boa-fé pelo administrado ou pelo servidor público, em decorrência de errônea ou inadequada interpretação da lei por parte da Administração Pública.",PLS
"Altera os valores da tabela do imposto sobre a renda da pessoa física; altera a Lei nº 7.713, de 22 de dezembro de 1988, a Lei nº 9.250, de 26 de dezembro de 1995, e a Lei nº 11.482, de 31 de maio de 2007.",MPV
Dispõe sobre a ampliação do Auxílio Emergencial Financeiro relativo aos desastres ocorridos em 2012.,MPV
"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.",MPV
"Dispõe sobre a adição obrigatória de biodiesel ao óleo diesel comercializado ao consumidor final, e dá outras providências.",MPV
"Inclui os arts. 18-A e 159-A e altera o art. 182 da Constituição Federal, para dispor sobre a instituição de regiões metropolitanas, aglomerações urbanas e microrregiões.",PEC
"Altera o art. 31 da Emenda Constitucional nº 19, de 4 de junho de 1998, para prever a isonomia remuneratória entre os policiais e bombeiros militares dos ex-Territórios e os policiais e bombeiros militares do Distrito Federal.",PEC
"Acrescenta ao Ato das Disposições Constitucionais Transitórias disposição para vedar a alienação, pela União, do controle acionário da Petróleo Brasileiro S.A. (Petrobras) até 31 de dezembro de 2050.",PEC
Altera o art. 144 da Constituição Federal para instituir garantias para os policiais civis e militares e suas famílias.,PEC
"Acrescenta o art. 54-A ao Ato das Disposições Constitucionais Transitórias da Constituição Federal, concedendo indenização, tratamento médico e psicológico aos ex-servidores da extinta Superintendência de Campanhas de Saúde Pública (SUCAM) e seus familiares, afetados por doença grave em decorrência de contaminação pelo dicloro-difenil-tricloroetano - DDT",PEC
"Acrescenta a Seção IX ao Capítulo III do Título IV da Constituição Federal para determinar que nos casos de crimes contra a administração pública, de lavagem de bens, direitos ou valores decorrente de crime contra a administração pública e de crimes hediondos, o autor não fica sujeito ao foro especial por prerrogativa de função, e que lei ordinária poderá limitar as hipóteses de sua aplicação.",PEC
"Altera a Lei nº 12.594, de 18 de janeiro de 2012, para exigir que os Planos de Atendimento Socioeducativo prevejam metas anuais de desempenho.",PLS
"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para dispor sobre a responsabilização civil, criminal e administrativa dos agentes públicos que deixarem de adotar as medidas previstas em lei para a efetivação dos direitos das crianças e adolescentes.",PLS
"Altera a Lei nº 8.666, de 21 de junho de 1993, que regulamenta o art. 37, inciso XXI, da Constituição Federal, institui normas para licitações e contratos da Administração Pública e dá outras providências, para fixar reserva de vagas para egressos do sistema penitenciário e apenados em regime semiaberto e aberto, nas contratações de obras e serviços.",PLS
"Altera a Lei de Execução Penal (LEP) para prever a transferência dos presos do regime semiaberto para região com grande potencial de oferecimento de emprego, a fim de tornar mais efetivo o processo de ressocialização.",PLS
"Altera o Decreto-Lei nº 986, de 21 de outubro de 1969, que institui normas básicas sobre alimentos, para determinar que os rótulos dos alimentos informem a presença de substâncias potencialmente alérgenas em sua composição.",PLS
"Altera os arts. 45 e 69 da Lei nº 8.906, de 4 de julho de 1994, para instituir o Diário Eletrônico da OAB.",PLS
"Altera a Lei nº 11.664, de 29 de abril de 2008, que dispõe sobre a efetivação de ações de saúde que assegurem a prevenção, a detecção, o tratamento e o seguimento dos cânceres do colo uterino e de mama, no âmbito do Sistema Único de Saúde – SUS, para incluir a realização de exames para identificação de biomarcadores nas mulheres de alto risco e reduzir para 35 anos a idade a partir da qual será disponibilizada a mamografia às mulheres pertencentes a grupos de risco.",PLS
"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para regular a renovação do registro e do porte de armas de fogo.",PLS
"Altera a Lei nº 8.069, de 13 de Julho de 1990 (Estatuto da Criança e do Adolescente), para introduzir os conceitos de ato infracional de violência extrema e de responsabilidade infracional progressiva nas medidas de internação.",PLS
"Altera a Lei Complementar nº 87, de 13 de setembro de 1996, para excetuar os optantes pelo Simples Nacional da possibilidade de figurar como substitutos tributários.",PLS
"Altera a Lei nº 6.194, de 19 de dezembro de 1974, que dispõe sobre Seguro Obrigatório de Danos Pessoais causados por veículos automotores de via terrestre, ou por sua carga, a pessoas transportadas ou não, para facultar aos proprietários de veículos o pagamento do prêmio do seguro em doze.",PLS
"Altera a Lei nº 11.494, de 20 de junho de 2007, que dispõe sobre o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (FUNDEB), para redefinir os critérios de distribuição dos recursos do Fundo.",PLS
"Altera a Lei nº 11.494, de 20 de junho de 2007, para ampliar a complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (FUNDEB).",PLS
"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para introduzir critérios democráticos de acesso aos cursos de graduação das instituições públicas de educação superior.",PLS
Dispõe sobre medidas que regulem a expansão do plantio de soja na Amazônia Legal.,PLS
Autoriza o armazenamento eletrônico dos prontuários dos pacientes.,PLS
"Altera a Lei Complementar n° 116, de 31 de julho de 2003, que dispõe sobre o Imposto sobre Serviços de Qualquer Natureza, de competência dos Municípios e do Distrito Federal, e dá outras providências.",PLS
"Insere o art. 336-A no Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, para incriminar a comunicação de falsa ocorrência à Polícia Militar, ao Serviço de Atendimento Móvel de Urgência - SAMU, ao Corpo de Bombeiros Militar ou a órgão de defesa civil e dá outras providências.",PLS
Altera a Lei Orgânica do Tribunal de Contas da União para estabelecer quarentena para o Ministro do Tribunal que deixar o cargo.,PLS
"Altera a Lei nº 11.788, de 25 de setembro de 2008, para prorrogar de 2 (dois) para 3 (três) anos o prazo máximo de duração do estágio no mesmo concedente.",PLS
"Modifica a Lei nº 8.213, de 24 de julho de 1991, para possibilitar ao trabalhador aposentado ou seu pensionista o direito à desaposentadoria.",PLS
"Altera a Lei nº 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas - RDC; altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, a legislação da Agência Nacional de Aviação Civil (Anac) e a legislação da Empresa Brasileira de Infraestrutura Aeroportuária (Infraero); cria a Secretaria de Aviação Civil, cargos de Ministro de Estado, cargos em comissão e cargos de Controlador de Tráfego Aéreo; autoriza a contratação de controladores de tráfego aéreo temporários; altera as Leis nos 11.182, de 27 de setembro de 2005, 5.862, de 12 de dezembro de 1972, 8.399, de 7 de janeiro de 1992, 11.526, de 4 de outubro de 2007, 11.458, de 19 de março de 2007, e 12.350, de 20 de dezembro de 2010, e a Medida Provisória nº 2.185-35, de 24 de agosto de 2001; e revoga dispositivos da Lei nº 9.649, de 27 de maio de 1998, para disciplinar a aplicação de recursos do Fundo Nacional de Aviação Civil (FNAC) no fomento à aviação regional.",PLS
