NÚMERO CONVÊNIO,NOME MUNICÍPIO,OBJETO DO CONVÊNIO,NOME ÓRGÃO SUPERIOR
794457,SALVADOR,"Constitui objeto deste convenio a implementacao do PROGRAMA DE APOIO A NUCLEOS DE EXCELENCIA -PRONEX no ESTADO DA BAHIA que visa a promocao do esforco integrado de fomento a pesquisa do conjunto das agencias federais e dos orgaos estaduais, articulando-se com o setor produtivo, quando couber, buscando desenvolver acoes comuns e complementares, explorando as vantagens das novas formas e mecanismos de financiamento, be","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794470,PORTO ALEGRE,"Continuidade a implementacao, no Estado do Rio Grande do Sul, do PROGRAMA DE APOIO A NUCLEOS DE EXCELENCIA  PRONEX","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794478,BELEM,"Dar continuidade a implementacao, no Estado do Para, ao PROGRAMA DE APOIO A NUCLEOS DE EXCELENCIA - PRONEX/FAPESPA CNPq, criado pelo Decreto no 1.857, de 10/04/1996, que tem como finalidade: a)contribuir para consolidar o processo de desenvolvimento cientifico-tecnologico brasileiro, por meio do apoio continuado e adicional aos instrumentos hoje disponiveis, a grupos de alta competencia, que tenham lideranca e papel","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794486,BRASILIA,"O PROGRAMA DE APOIO A NUCLEOS DE EXCELENCIA  PRONEX/FAPDF/CNPq tem por objeto aportar R$ 12.000.000,00 , sendo R$ 6.000.000,00 (seis milhoes de reais) por parte do CNPq e R$ 6.000.000,00 (seis milhoes de reais) por parte da FAPDF, para o financiamento de projetos de pesquisa cientifica, e/ou tecnologica e/ou de desenvolvimento, formulados por grupos de pesquisa situados no Distrito Federal, cadastrados no Diretorio d","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794685,GOIANIA,O presente convenio tem como objeto a transferencia voluntaria de recursos financeiros entre o CNPq e a FAPEG com a finalidade de execucao do programa de Infraestrutura para jovens pesquisadores - programa primeiros Projetos - PPP no Estado de Goias.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794758,PORTO ALEGRE,"Implementacao do PROGRAMA DE APOIO A NUCLEOS EMERGENTES DE PESQUISA/PRONEM, no Estado Rio Grande do Sul, com recursos oriundos do Fundo Acao Transversal-Lei e do Estado do Rio Grande do Sul para financiamento de projetos de pesquisa, desenvolvimento e inovacao, vinculados a instituicoespublicas ou privadas sem fins lucrativos de ensino e/ou pesquisa, selecionados por meio de Edital.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794770,RECIFE,"Apoiar grupos emergentes de pesquisa e permitir a consolidacao de linhas de pesquisa prioritarias, induzindo a formacao de novos nucleos de excelencia. Busca-se promover o esforco integrado de fomento a pesquisa do conjunto das agencias federais e dos orgaos estaduais de apoio a pesquisa,articulando-se com o setor produtivo, quando couber, buscando desenvolver acoes comuns e complementares, explorando as vantagens da","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794773,FORTALEZA,"Possibilitar acoes de cooperacao tecnico-cientifica visando a implementacao dos projetos selecionados no ambito do PRONEM, selecionados pelas entidades estaduais de fomento a pesquisa.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794796,GOIANIA,O presente convenio tem como objeto a transferencia voluntaria de recursos financeiros entre o CNPq e a FAPEG com a finalidade de execucao do programa de Apoio a Nucleos de Excelencia - PRONEX.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794798,SAO PAULO,"Implementacao do Programa de Apoio a Nucleos de Excelencia - PRONEX no Estado de Sao Paulo atraves de financiamento a  projetos cientificos, tecnologicos e de inovacao, vinculados a instituicoes publicas de ensino e/ou pesquisa.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
794804,FORTALEZA,"Possibilitar acoes de cooperacao tecnico-cientifica visando a implementacao dos projetos selecionados no ambito do PRONEX, selecionados pela entidades estaduais de fomento a pesquisa.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795197,CAMPINA GRANDE,"Possibilitar acoes de cooperacao tecnico-cientifica visando a implementacao de projetos selecionados pelas entidades estaduais de fomento a pesquisa, no ambito do Programa de Infra-estrutura para Jovens Pesquisadores (Programa Primeiros Projetos)  PPP.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795201,RIO BRANCO,"Apoiar a fixacao de jovens pesquisadores e a nucleacao de novos grupos de pesquisa, em qualquer area do conhecimento, por meio da aquisicao, instalacao, modernizacao, ampliacao ou recuperacao da infraestrutura de pesquisa cientifica e tecnologica nas instituicoes de ensino superior e/ou de pesquisa, em parceria entre o CNPq e as entidades estaduais de fomento a pesquisa, de modo a: (a) dar acesso aos recursos para CT","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795204,SAO LUIS,"Implementacao do PROGRAMA DE INFRA-ESTRUTURA PARA JOVENS PESQUISADORES (PROGRAMAS PRIMEIROS PROJETOS - PPP) no Estado do Maranhao, com recursos oriundos do Fundo Setorial de Infra-Estrutura e do Estado do Maranhao, pelo financiamento de projeto de pesquisadores, doutores, vinculados a instituicoes publicas de ensino e/ou pesquisa, selecionados por meio de Edutal a ser lancado pelo CONVENENTE","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795209,PORTO VELHO,"JOVENS PESQUISADORES (PROGRAMA PRIMEIROSPROJETOS  PPP) no Estado de Rondonia, com recursosoriundos do Fundo Setorial de Infra-Estrutura e do Estado deRondonia, pelo financiamento de projeto de pesquisadores, doutores,vinculados a instituicoes publicas de ensino e/ou pesquisa,selecionados por meio de edital a ser lancado pelaFundacao Amparo a Pesquisa do Estado de Rondonia.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795214,MACAPA,"Possibilitar acoes de cooperacao tecnico-cientifica visando a implementacao de projetos selecionados pelas entidades estaduais de fomento a pesquisa, no ambito do Programa de infra-estrutura para jovens pesquisadores (Programa Primeiros Projetos)","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795219,FLORIANOPOLIS,"Implementacao do PROGRAMA DE INFRA-INSTRUTURA PARA JOVENS PESQUISADORES (PROGRAMA PRIMEIROS PROJETOS  PPP) no Estado de Santa Catarina, com recursos oriundos do Fundo Setorial de Infra-Estrutura e do Estado de SC, pelo financiamento de projeto de pesquisadores, doutores, vinculados a instituicoes publicas de ensino e/ou pesquisa, selecionados por meio de edital a ser lancado pela FAPESC.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795240,CUIABA,"Constitui objeto deste Convenio cofinanciar projetos de pesquisa, visando fortalecer e consolidar as pesquisas e as atividades de difusao tecnologica e inovacao voltadas para os sistemas de producao agropecuarios de culturas oleaginosas no Estado de Mato Grosso com enfase na segunda safra.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795243,SAO LUIS,"Implementacao do PROGRAMA DE APOIO A NUCLEOS EMERGENTES DE PESQUISA - PRONEM no Estado do Maranhao, com recursos oriundos dos Fundos Setoriais/Fundo Nacional de Desenvolvimento Cientifico e Tecnologico - FNDCT e do Estado, pelo financiamento de projetos de pesquisadores doutores, vinculados a instituicoes publicas de ensino e/ou pesquisa, selecionados por meio de edital a ser lancado pelo CONVENENTE, com vistas a apo","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795248,MACAPA,"Apoiar  grupos  emergentes  de  pesquisa  e  permitir  a  consolidacao  de  linhas  de pesquisa  prioritarias,  induzindo  a  formacao  de  novos  nucleos  de  excelencia. Busca  promover  o  esforco  integrado  de  fomento  a  pesquisa  do  conjunto  das agencias  federais  e  dos  orgaos  estaduais  de  apoio  a  pesquisa,  buscando desenvolver  acoes  comuns  e  complementares,  com  novos  mecanismos  de financia","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795257,FLORIANOPOLIS,"Apoiar grupos emergentes de pesquisa e permitir a consolidacao de linhas de pesquisa prioritarias, induzindo a formacao de novos nucleos de excelencia. Busca-se promover o esforco integrado de fomento a pesquisa do conjunto das agencias federais e dos orgaos estaduais de apoio a pesquisa,articulando-se com o setor produtivo, quando couber, buscando desenvolver acoes comuns e complementares, explorando as vantagens da","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795738,CAMPINA GRANDE,"O presente convenio tem por finalidade implementar acoes de cooperacao tecnico-financeira para apoiar grupos de pesquisa de reconhecida excelencia selecionados no ambito do PRONEX, no Estado da Paraiba.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
795744,SAO LUIS,Implementacao no Estado do Maranhao do Programa de Apoio a Nucleos de Excelencia - PRONEX mediante financiamento  dos projetos de pesquisa cujas propostas forem aprovadas em Edital especifico lancado pelo CONVENENTE com anuencia da CONCEDENTE.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
796666,NATAL,"Promover a divulgacao cientifica e popularizacao da ciencia, de novos processos, tecnologias e inovacao no Estado do RioGrande do Norte, em sintonia com a sociedade.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
797408,ANGRA DOS REIS,Reestruturacao e Implantacao de Centros de Inclusao Digital.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
799541,SOROCABA,Portaria e Portal de entrada ao Parque Tecnologico de Sorocaba.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
799962,MARANGUAPE,IMPLANTACAO DE CENTRO VOCACIONAL TECNOLOGICO NO DISTRITO DE AMANARI NO MUNICIPIO DE MARANGUAPE-CE.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
801205,RIO PARDO,Implantacao do Centro Vocacional Tecnologico da Diversificacao da Fumicultura no Vale do Rio Pardo,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
802122,NATAL,"Promover a divulgacao cientifica e popularizacao da ciencia, de novos processos, tecnologias e inovacao no Estado do RioGrande do Norte, em sintonia com a sociedade atraves do Edital para fomento a realizacao de Eventos de cunho cientifico, tecnologico e de inovacao.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
802176,NATAL,"Promover a divulgacao cientifica e popularizacao da ciencia, de novos processos, tecnologias e inovacao no Estado do RioGrande do Norte, em sintonia com a sociedade.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
804077,MARANGUAPE,MODERNIZACAO DO CENTRO VOCACIONAL TECNOLOGICO (CVT) DE MARANGUAPE/CEARA: APOIO A EXTENSAO TECNOLOGICA PARA A INCLUSAO SOCIAL E DESENVOLVIMENTO SUSTENTAVEL,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
804835,SAO PAULO,"Aquisicao de equipamentos e realizacao de cursos de capacitacao, de modo a divulgar o conhecimento, favorecer o ambiente para a criacao de incubadoras em Parques Tecnologicos do Estado e servir como modelo para o pais.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
804844,FLORIANOPOLIS,CONSTRUCAO DO CENTRO DE INOVACAO DO MUNICIPIO DE BRUSQUE (SC),"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
807889,BRAGANCA PAULISTA,Implantacao da 1 Etapa do Projeto Cidade Digital do Municipio de Braganca Paulista,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
808485,ATIBAIA,Implantacao da INATEC - Incubadora de Empresas de Base Tecnologica e Economia Criativa do Municipio de Atibaia.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
812953,SAO PAULO,Cultivo e Transformacao do Bambu como Alternativa Sustentavel para Geracao de Renda na Agricultura Familiar.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
813015,SALVADOR,Restruturacao de unidades de Centros Digitais de Cidadania - CDC s,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
813086,RIO BRANCO,Implantar um CVT para apoio ao desenvolvimento tecnologico da cadeia produtiva de bambu no Estado do Acre.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
818271,MONTE SANTO,Implantacao do Construcao do Centro Vocacional Tecnologico - CVT do Municipio de Monte Santo/BA,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
818275,CANUDOS,Construcao do Centro Vocacional Tecnologico - CVT do Municipio de Canudos/BA,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
818283,CONSTANTINA,Apoio a Projeto de Inclusao Digital - CIDADE DIGITAL no municipio de Constantina-RS.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
818284,RIO DOS INDIOS,Implantacao de Infraestrutura para CidadeDigital no Municipio de Rio dos Indios RS,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
818300,SAO JOSE DOS CAMPOS,"O presente Convenio tem por objeto o apoio, na gestao administrativa e financeira da fundacao de apoio a execucao do projeto Desenvolvimento do Projeto do Satelite Amazonia-1, que consistira na aquisicao de bens e contratacao de servicos de engenharia para a fabricacao da estrutura PMM e revitalizacao do controlador do posicionamento do gerador solar (SADA), conforme previsto no Plano de Trabalho, de acordo com os pr","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
819073,SANTO ANGELO,Convenio aguardando detalhamento das informações. Fonte: LC131.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
819104,SURUBIM,Implantacao de Infraestrutura para Cidade Digital no Municipio de Surubim/PE,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
820822,FORTALEZA,Elaboracao do Projeto Arquitetonico e de Engenharia do Parque Tecnologico do Estado do Ceara.,"Ministério da Ciência, Tecnologia, Inovações e Comunicações"
820944,CAMPO GRANDE,"Implementar o Projeto Pesquisa para o Sistema Unico de Saude - SUS: Gestao compartilhada em saude, que busca apoiar pesquisas voltadas para problemas prioritarios de saude e o fortalecimento da gestao do SUS no Estado do Mato Grosso do Sul.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
820961,PORTO VELHO,"Apoiar a execucao de projetos de pesquisa que promovam a formacao e a melhoria da qualidade de atencao a saude no estado de  Rondonia no contexto do Sistema Unico de Saude (SUS), representando significativa contribuicao para o desenvolvimento da CT&I no estado de Rondonia.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
820963,FLORIANOPOLIS,"Apoiar financeiramente o desenvolvimento de pesquisas que objetivam contribuir para a resolucao dos problemas prioritarios de saude da populacao brasileira, para o aprimoramento do Sistema Unico de Saude(SUS), promover a aproximacao dos sistemas de saude, ciencia e tecnologia locais e reducao das desigualdades regionais em ciencia, tecnologia e inovacao em saude.","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
820966,SAO PAULO,"Lancamento de editais para Chamada Publica de Propostas cujo objetivo e apoiar, mediante aporte de recursos financeiros, projetos de pesquisa relacionados aos agravos prioritarios definidos pelo Conselho de Ciencia e Tecnologia e Inovacao da Secretaria de Estado da Saude de Sao Paulo, com o objetivo de aprofundar o conhecimento e identificar estrategias para melhoria da atencao e gestao do SUS-SP e a contratacao dos","Ministério da Ciência, Tecnologia, Inovações e Comunicações"
